Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,is_return,Order_Date_raw,Units_Sold_raw,MRP_raw,Discount_Applied_raw,Revenue_raw,Profit_raw,Units_Recovered_Flag,MRP_Recovered_Flag,MRP_Imputed_Flag,Units_Imputed_Baseline_Flag,Discount_Imputed_Flag,Size_Imputed_Flag,Revenue_Used_Calc_Flag,Units_Sold_Imputed_Flag,Revenue_calc,Revenue_final,Is_Zero_Sales,Date_Missing_Flag,Revenue_Outlier_Flag,Revenue_final_Capped,Revenue_Cap_Value,Profit_Outlier_Flag,Profit_Ratio_Flag,Profit_Capped
2051,Women,Basketball,Air Jordan,XL,2,6235.71,0.37,0.0,2024-01-05,Retail,Delhi,3135.98,False,2024-01-05,,,0.37,0.0,3135.98,False,False,True,False,False,False,True,True,7856.9946,7856.9946,False,False,False,7856.9946,,False,False,3135.98
2052,Men,Training,Flex Trainer,10,3,9155.96,0.37,0.0,2024-10-08,Retail,Pune,2184.8,False,2024-10-08,3.0,9155.96,,0.0,2184.8,False,False,False,False,True,False,True,False,17304.7644,17304.7644,False,False,False,17304.7644,,False,False,2184.8
2053,Men,Lifestyle,Air Force 1,XL,3,6009.58,0.325,0.0,2024-10-02,Online,Delhi,3384.92,False,2024/10/02,3.0,6009.58,,0.0,3384.92,False,False,False,False,True,False,True,False,12169.3995,12169.3995,False,False,False,12169.3995,,False,False,3384.92
2054,Women,Training,Flex Trainer,11,-1,6383.55,0.37,0.0,2025-06-23,Online,Mumbai,-549.76,True,2025/06/23,-1.0,,,0.0,-549.76,False,False,True,False,True,False,True,False,-4021.6365,-4021.6365,False,False,False,-4021.6365,,False,False,-549.76
2055,Men,Basketball,Kyrie Flytrap,L,2,5066.14,0.46499999999999997,0.0,2024-10-26,Online,Hyderabad,-1078.76,False,26-10-2024,,,,0.0,-1078.76,False,False,True,False,True,False,True,True,5420.769800000001,5420.769800000001,False,False,False,5420.769800000001,,False,False,-1078.76
2056,Men,Running,React Infinity,L,3,6492.155000000001,0.49,0.0,2024-05-31,Retail,Bangalore,-244.44,False,2024-05-31,3.0,,,0.0,-244.44,False,False,True,False,True,False,True,False,9932.997150000003,9932.997150000003,False,False,False,9932.997150000003,,False,False,-244.44
2048,Men,Lifestyle,Waffle One,M,3,6216.29,0.94,1118.93,2024-09-14,Online,Mumbai,-642.02,False,2024/09/14,3.0,6216.29,0.94,1118.93,-642.02,False,False,False,False,False,False,False,False,1118.9322000000009,1118.93,False,False,False,1118.93,,False,False,-642.02
2058,Women,Training,Flex Trainer,11,3,4985.92,0.37,0.0,,Online,Kolkata,361.54,False,,,4985.92,,0.0,361.54,False,False,False,False,True,False,True,True,9423.3888,9423.3888,False,True,False,9423.3888,,False,False,361.54
2059,Kids,Soccer,Phantom GT,XL,-1,9507.54,0.38,0.0,2023-12-27,Retail,Delhi,291.28,True,2023-12-27,-1.0,9507.54,,0.0,291.28,False,False,False,False,True,True,True,False,-5894.674800000001,-5894.674800000001,False,False,False,-5894.674800000001,,False,False,291.28
2060,Men,Lifestyle,Waffle One,L,2,7979.26,0.24,0.0,2024-07-11,Online,Bangalore,2821.59,False,2024-07-11,2.0,7979.26,,0.0,2821.59,False,False,False,False,True,False,True,False,12128.4752,12128.4752,False,False,False,12128.4752,,False,False,2821.59
2061,Women,Basketball,LeBron 20,L,2,6431.1900000000005,0.42,0.0,2024-09-10,Online,Mumbai,-501.68,False,10-09-2024,,,,0.0,-501.68,False,False,True,False,True,False,True,True,7460.180400000001,7460.180400000001,False,False,False,7460.180400000001,,False,False,-501.68
2062,Men,Basketball,Air Jordan,XL,2,6235.71,0.24,0.0,2025-06-06,Online,Bangalore,1823.91,False,06-06-2025,2.0,,,0.0,1823.91,False,False,True,False,True,True,True,False,9478.2792,9478.2792,False,False,False,9478.2792,,False,False,1823.91
2063,Women,Basketball,Air Jordan,M,1,9751.0,0.16,8190.84,2024-09-06,Retail,Pune,1130.31,False,06-09-2024,1.0,9751.0,0.16,8190.84,1130.31,False,False,False,False,False,False,False,False,8190.84,8190.84,False,False,False,8190.84,,False,False,1130.31
2064,Kids,Running,React Infinity,L,2,7557.71,0.49,0.0,2025-03-02,Online,Bangalore,3277.44,False,2025/03/02,2.0,7557.71,,0.0,3277.44,False,False,False,False,True,False,True,False,7708.8642,7708.8642,False,False,False,7708.8642,,False,False,3277.44
2065,Women,Lifestyle,Waffle One,10,2,5637.46,0.78,0.0,2024-02-11,Retail,Hyderabad,21.58,False,2024-02-11,,,0.78,0.0,21.58,False,False,True,False,False,False,True,True,2480.4824,2480.4824,False,False,False,2480.4824,,False,False,21.58
2066,Men,Soccer,Phantom GT,XL,-1,5259.05,0.38,0.0,2024-12-10,Online,Mumbai,1022.82,True,2024-12-10,-1.0,5259.05,,0.0,1022.82,False,False,False,False,True,False,True,False,-3260.611,-3260.611,False,False,False,-3260.611,,False,False,1022.82
2067,Kids,Basketball,LeBron 20,L,4,3588.38,0.42,0.0,2025-05-06,Online,Kolkata,161.5,False,06-05-2025,4.0,3588.38,,0.0,161.5,False,False,False,False,True,False,True,False,8325.0416,8325.0416,False,False,False,8325.0416,,False,False,161.5
2068,Men,Running,Free RN,L,4,2553.29,0.305,0.0,2024-12-05,Retail,Mumbai,984.9,False,2024/12/05,4.0,2553.29,,0.0,984.9,False,False,False,False,True,True,True,False,7098.1462,7098.1462,False,False,False,7098.1462,,False,False,984.9
2069,Women,Training,SuperRep Go,M,3,7502.24,0.32,0.0,2025-07-14,Online,Pune,3554.58,False,2025-07-14,,7502.24,,0.0,3554.58,False,False,False,False,True,True,True,True,15304.569599999999,15304.569599999999,False,False,False,15304.569599999999,,False,False,3554.58
2070,Kids,Running,React Infinity,L,3,6492.155000000001,0.49,0.0,,Retail,Mumbai,1112.43,False,,,,,0.0,1112.43,False,False,True,False,True,False,True,True,9932.997150000003,9932.997150000003,False,True,False,9932.997150000003,,False,False,1112.43
2071,Kids,Lifestyle,Blazer Mid,M,3,7849.81,0.49,12010.21,2025-01-12,Retail,Pune,-882.96,False,2025/01/12,3.0,7849.81,0.49,12010.21,-882.96,False,False,False,False,False,False,False,False,12010.2093,12010.21,False,False,False,12010.21,,False,False,-882.96
2072,Men,Training,Flex Trainer,XL,3,6383.55,0.37,0.0,,Retail,Pune,3639.2,False,,3.0,,,0.0,3639.2,False,False,True,False,True,True,True,False,12064.909500000002,12064.909500000002,False,True,False,12064.909500000002,,False,False,3639.2
2073,Women,Lifestyle,Blazer Mid,12,4,6383.24,0.85,0.0,2024-11-03,Online,Hyderabad,443.86,False,03-11-2024,4.0,,0.85,0.0,443.86,False,False,True,False,False,False,True,False,3829.9440000000004,3829.9440000000004,False,False,False,3829.9440000000004,,False,False,443.86
2074,Men,Training,Flex Trainer,L,-1,6383.55,0.57,0.0,,Online,Kolkata,1958.47,True,,-1.0,,0.57,0.0,1958.47,False,False,True,False,False,False,True,False,-2744.9265000000005,-2744.9265000000005,False,True,False,-2744.9265000000005,,False,False,1958.47
2075,Kids,Basketball,Air Jordan,L,4,4251.74,0.24,0.0,2025-07-14,Online,Pune,2345.35,False,2025/07/14,4.0,4251.74,,0.0,2345.35,False,False,False,False,True,False,True,False,12925.2896,12925.2896,False,False,False,12925.2896,,False,False,2345.35
2076,Women,Training,ZoomX Invincible,11,2,6897.68,0.385,0.0,2024-10-13,Retail,Bangalore,2011.25,False,13-10-2024,,,,0.0,2011.25,False,False,True,False,True,False,True,True,8484.1464,8484.1464,False,False,False,8484.1464,,False,False,2011.25
2077,Men,Training,ZoomX Invincible,L,2,6897.68,0.385,0.0,2023-11-21,Online,Pune,3332.66,False,2023-11-21,,,,0.0,3332.66,False,False,True,False,True,False,True,True,8484.1464,8484.1464,False,False,False,8484.1464,,False,False,3332.66
2078,Women,Basketball,LeBron 20,XL,0,6970.47,0.42,0.0,,Online,Mumbai,262.79,False,,0.0,6970.47,,0.0,262.79,False,False,False,False,True,True,True,False,0.0,0.0,True,True,False,0.0,,False,False,262.79
2079,Men,Running,Pegasus Turbo,XL,-1,4322.06,0.305,0.0,2025-01-19,Online,Bangalore,279.78,True,2025/01/19,-1.0,4322.06,,0.0,279.78,False,False,False,False,True,False,True,False,-3003.8317000000006,-3003.8317000000006,False,False,False,-3003.8317000000006,,False,False,279.78
2080,Men,Lifestyle,Blazer Mid,L,3,6383.24,0.26,0.0,2025-03-31,Online,Bangalore,-1005.89,False,2025-03-31,,,,0.0,-1005.89,False,False,True,False,True,False,True,True,14170.792800000001,14170.792800000001,False,False,False,14170.792800000001,,False,False,-1005.89
2081,Men,Training,ZoomX Invincible,L,2,6897.68,0.385,0.0,,Online,Mumbai,2810.49,False,,,,,0.0,2810.49,False,False,True,False,True,False,True,True,8484.1464,8484.1464,False,True,False,8484.1464,,False,False,2810.49
2028,Men,Running,Free RN,L,-1,6293.58,0.21,0.0,2024-02-14,Online,Hyderabad,3303.01,True,2024-02-14,-1.0,,0.21,0.0,3303.01,False,False,True,False,False,True,True,False,-4971.9282,-4971.9282,False,False,False,-4971.9282,,False,False,3303.01
2083,Men,Running,Free RN,L,2,9291.74,0.305,0.0,2024-10-14,Retail,Delhi,-981.21,False,14-10-2024,,9291.74,,0.0,-981.21,False,False,False,False,True,True,True,True,12915.518600000001,12915.518600000001,False,False,False,12915.518600000001,,False,False,-981.21
2084,Men,Training,Metcon 7,M,2,5890.69,0.39,0.0,2023-12-24,Online,Mumbai,408.39,False,2023-12-24,2.0,,,0.0,408.39,False,False,True,False,True,False,True,False,7186.641799999999,7186.641799999999,False,False,False,7186.641799999999,,False,False,408.39
2085,Men,Basketball,Kyrie Flytrap,L,2,7561.85,0.46499999999999997,0.0,2024-12-17,Retail,Kolkata,98.72,False,2024/12/17,,7561.85,,0.0,98.72,False,False,False,False,True,True,True,True,8091.179500000001,8091.179500000001,False,False,False,8091.179500000001,,False,False,98.72
2086,Men,Soccer,Mercurial Superfly,L,0,6569.65,0.45,0.0,2024-10-11,Online,Kolkata,1742.66,False,2024-10-11,0.0,,0.45,0.0,1742.66,False,False,True,False,False,False,True,False,0.0,0.0,True,False,False,0.0,,False,False,1742.66
2087,Kids,Basketball,Zoom Freak,M,3,4656.28,0.35,0.0,2024-11-01,Online,Kolkata,3777.5,False,2024/11/01,,4656.28,,0.0,3777.5,False,False,False,False,True,True,True,True,9079.746000000001,9079.746000000001,False,False,False,9079.746000000001,,False,False,3777.5
2088,Women,Running,Free RN,XL,4,6293.58,0.305,0.0,2025-04-26,Online,Bangalore,2702.93,False,26-04-2025,4.0,,,0.0,2702.93,False,False,True,False,True,False,True,False,17496.152400000003,17496.152400000003,False,False,False,17496.152400000003,,False,False,2702.93
2089,Women,Training,Flex Trainer,L,2,6874.77,0.6,5499.82,2024-12-02,Online,Mumbai,-1076.66,False,02-12-2024,2.0,6874.77,0.6,5499.82,-1076.66,False,False,False,False,False,False,False,False,5499.816000000001,5499.82,False,False,False,5499.82,,False,False,-1076.66
2090,Kids,Lifestyle,Dunk Low,8,3,6202.99,0.39,0.0,,Retail,Bangalore,163.15,False,,,,,0.0,163.15,False,False,True,False,True,False,True,True,11351.4717,11351.4717,False,True,False,11351.4717,,False,False,163.15
2091,Kids,Running,Air Zoom,11,2,9246.88,0.37,0.0,,Retail,Mumbai,1917.55,False,,,9246.88,,0.0,1917.55,False,False,False,False,True,False,True,True,11651.0688,11651.0688,False,True,False,11651.0688,,False,False,1917.55
2092,Kids,Basketball,Zoom Freak,XL,2,6435.66,0.1299999999999999,0.0,,Online,Delhi,207.2,False,,2.0,,0.1299999999999999,0.0,207.2,False,False,True,False,False,False,True,False,11198.048400000001,11198.048400000001,False,True,False,11198.048400000001,,False,False,207.2
2093,Men,Running,Free RN,XL,0,6293.58,0.29,0.0,,Online,Kolkata,-146.73,False,,0.0,,0.29,0.0,-146.73,False,False,True,False,False,False,True,False,0.0,0.0,True,True,False,0.0,,False,False,-146.73
2094,Kids,Training,Flex Trainer,10,1,4276.36,0.37,0.0,2024-11-10,Retail,Delhi,2974.58,False,10-11-2024,1.0,4276.36,,0.0,2974.58,False,False,False,False,True,False,True,False,2694.1068,2694.1068,False,False,False,2694.1068,,False,False,2974.58
2095,Men,Lifestyle,Waffle One,M,2,5637.46,0.24,0.0,2024-10-16,Online,Delhi,880.57,False,16-10-2024,,,,0.0,880.57,False,False,True,False,True,False,True,True,8568.9392,8568.9392,False,False,False,8568.9392,,False,False,880.57
2096,Men,Running,Pegasus Turbo,XL,2,5644.675,0.305,0.0,2024-12-24,Online,Kolkata,288.66,False,24-12-2024,2.0,,,0.0,288.66,False,False,True,False,True,False,True,False,7846.098250000001,7846.098250000001,False,False,False,7846.098250000001,,False,False,288.66
2097,Women,Training,ZoomX Invincible,XL,2,7978.89,0.385,0.0,,Online,Bangalore,769.05,False,,,7978.89,,0.0,769.05,False,False,False,False,True,False,True,True,9814.0347,9814.0347,False,True,False,9814.0347,,False,False,769.05
2098,Men,Training,ZoomX Invincible,L,2,5690.69,0.69,0.0,2024-01-24,Online,Hyderabad,98.3,False,2024-01-24,,5690.69,0.69,0.0,98.3,False,False,False,False,False,False,True,True,3528.2278000000006,3528.2278000000006,False,False,False,3528.2278000000006,,False,False,98.3
2099,Kids,Soccer,Mercurial Superfly,M,2,6569.65,0.32,0.0,2025-02-01,Retail,Mumbai,360.97,False,01-02-2025,2.0,,0.32,0.0,360.97,False,False,True,False,False,False,True,False,8934.723999999998,8934.723999999998,False,False,False,8934.723999999998,,False,False,360.97
